device,model,task,image_id,latency_ms,resolution,measured_at
cuda,sam2-tiny,segmentation,000000000208,149.79479199973866,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000241,158.1436409996968,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000247,151.77430499988986,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000250,148.280775999865,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000257,153.09024199996202,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000260,148.18270400019173,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000263,148.70159700012664,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000283,151.88686900000903,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000294,147.02216300020154,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000307,151.38064100028714,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000308,149.69600600034028,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000309,148.06698400025198,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000312,153.5878499998944,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000315,147.56526799965286,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000321,156.35319500006517,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000322,170.94966100012243,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000326,180.22154900017995,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000328,179.0747619998001,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000332,173.26677600021867,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000338,155.97754000009445,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000349,154.2130289999477,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000357,163.36100100033946,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000359,153.71617600021636,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000360,151.55230700020184,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000368,149.66759700018883,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000370,153.97817500024757,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000382,149.62025099976017,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000384,154.6191729999009,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000387,149.69243099994856,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000389,154.16167600005792,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000394,151.54907299984188,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000395,153.16066000013961,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000397,149.1014759999416,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000400,153.19498700000622,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000404,151.49867299987818,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000415,151.97324799964917,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000419,148.60516799990364,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000428,152.55166299994016,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000431,147.8912580000724,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000436,152.43086800001038,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000438,151.58363599994118,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000443,148.97535999989486,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000446,152.39802499991129,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000450,147.73356699970464,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000459,153.60436899982233,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000471,146.93711500012796,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000472,150.04801700024473,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000474,151.52732900014598,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000486,148.90036499991766,640,2026-07-01
cuda,sam2-tiny,segmentation,000000000488,156.1891809997178,640,2026-07-01
